Department|Attrition_Retention 2|Age group|Gender|Job Role|Attrition|Attrition Label|Education|Major|Age|Attrition Count|Attrition %|Attrition Date|Avg. Satisfaction Score|Dynamic Date|Employee No.|Employee Number|Environment Satisfaction|Job Involvement|Job Satisfaction|Monthly Income|Percent Salary Hike|Performance Rating|Relationship Satisfaction|Work Life Balance
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|31||||2.4||E_1673|1673|1|3|4|5476|11|3|1|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|38||||2.8||E_2041|2041|1|3|4|5343|11|3|3|3
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Technical Degree|46||||2.6||E_1863|1863|1|4|1|13225|12|3|4|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Associates Degree|Medical|27||||2.4||E_1898|1898|1|4|3|6500|14|3|2|2
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Technical Degree|36||||2.2||E_1880|1880|2|2|3|5673|13|3|1|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|High School|Marketing|39||||2.2||E_2056|2056|2|2|4|12031|11|3|1|2
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Marketing|36||||2.2||E_2045|2045|2|2|4|6652|13|3|1|2
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|38||||2.6||E_1583|1583|2|3|2|4198|12|3|2|4
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Associates Degree|Marketing|40||||2.6||E_1986|1986|2|3|2|5677|14|3|3|3
Sales|Current Employees|25-34|Female|Sales Representative|No|Current Employees|Bachelor's Degree|Medical|28||||2.8||E_1875|1875|2|3|2|2856|19|3|4|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|36||||2.4||E_1585|1585|2|3|3|6815|13|3|1|3
Sales|Current Employees|45-55|Female|Manager|No|Current Employees|Master's Degree|Life Sciences|47||||2.8||E_1676|1676|2|4|2|15972|14|3|3|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Marketing|36||||1.8||E_1436|1436|3|2|1|5647|13|3|1|2
Sales|Current Employees|45-55|Female|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|46||||3.2||E_1527|1527|3|3|2|16606|12|3|4|4
Sales|Current Employees|< 25|Female|Sales Representative|No|Current Employees|Bachelor's Degree|Medical|20||||2.6||E_1657|1657|3|3|3|2783|19|3|1|3
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Medical|47||||2.8||E_1503|1503|3|3|3|4591|17|3|3|2
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|48||||3.0||E_1557|1557|3|3|3|6439|14|3|3|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|High School|Marketing|41||||3.4||E_1815|1815|3|3|3|10447|13|3|4|4
Sales|Current Employees|35-44|Female|Sales Representative|No|Current Employees|Master's Degree|Life Sciences|36||||3.0||E_1710|1710|3|3|4|4502|15|3|3|2
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Master's Degree|Marketing|32||||3.2||E_2016|2016|3|3|4|10422|19|3|3|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Associates Degree|Medical|31||||3.4||E_1912|1912|3|3|4|6583|11|3|4|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|35||||3.4||E_1962|1962|3|3|4|5204|11|3|4|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|34||||2.6||E_1779|1779|4|1|4|6029|12|3|1|3
Sales|Current Employees|> 55|Female|Sales Executive|No|Current Employees|Doctoral Degree|Marketing|56||||2.6||E_1935|1935|4|2|1|5380|16|3|3|3
Sales|Current Employees|25-34|Female|Sales Representative|No|Current Employees|Bachelor's Degree|Other|26||||3.2||E_2060|2060|4|2|3|2966|18|3|4|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|High School|Medical|34||||3.0||E_1915|1915|4|2|4|8103|12|3|3|2
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Master's Degree|Marketing|30||||2.6||E_1428|1428|4|3|1|4779|14|3|2|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Associates Degree|Life Sciences|40||||2.8||E_1598|1598|4|3|1|4639|15|3|3|3
Sales|Current Employees|< 25|Female|Sales Representative|No|Current Employees|Associates Degree|Life Sciences|24||||3.0||E_1495|1495|4|3|2|2033|13|3|3|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|33||||3.0||E_1756|1756|4|3|2|5147|15|3|4|2
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|45||||3.2||E_2046|2046|4|3|3|4850|15|3|3|3
Sales|Current Employees|< 25|Female|Sales Executive|No|Current Employees|High School|Medical|24||||3.2||E_1445|1445|4|3|3|4162|12|3|3|3
Sales|Current Employees|> 55|Female|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|58||||3.2||E_1938|1938|4|3|4|17875|13|3|3|2
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Master's Degree|Marketing|49||||3.6||E_1757|1757|4|3|4|4507|12|3|3|4
Human Resources|Current Employees|45-55|Female|Human Resources|No|Current Employees|Bachelor's Degree|Life Sciences|45||||2.8||E_1744|1744|3|1|3|9756|21|4|3|4
Research & Development|Current Employees|35-44|Female|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|41||||2.2||E_2034|2034|1|2|2|13570|23|4|3|3
Research & Development|Current Employees|45-55|Female|Manufacturing Director|No|Current Employees|Master's Degree|Medical|53||||2.4||E_1775|1775|1|2|3|12965|20|4|4|2
Research & Development|Current Employees|> 55|Female|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|56||||2.6||E_1441|1441|1|3|1|2066|22|4|4|4
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|26||||2.4||E_1581|1581|1|3|4|2061|21|4|1|3
Research & Development|Current Employees|25-34|Female|Manufacturing Director|No|Current Employees|Bachelor's Degree|Medical|28||||1.6||E_1622|1622|2|1|1|4877|21|4|2|2
Research & Development|Current Employees|45-55|Female|Manager|No|Current Employees|Doctoral Degree|Medical|54||||2.8||E_1665|1665|2|3|3|17426|25|4|3|3
Research & Development|Current Employees|45-55|Female|Manager|No|Current Employees|Master's Degree|Medical|54||||2.6||E_1520|1520|2|3|4|16032|20|4|1|3
Research & Development|Current Employees|45-55|Female|Laboratory Technician|No|Current Employees|Associates Degree|Medical|49||||2.0||E_1509|1509|3|2|1|4789|25|4|1|3
Research & Development|Current Employees|25-34|Female|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|28||||2.6||E_1834|1834|3|3|1|3591|25|4|3|3
Research & Development|Current Employees|25-34|Female|Research Director|No|Current Employees|Bachelor's Degree|Medical|31||||3.2||E_1979|1979|3|3|3|11031|20|4|3|4
Research & Development|Current Employees|35-44|Female|Research Director|No|Current Employees|Bachelor's Degree|Life Sciences|37||||3.0||E_2017|2017|3|4|4|13744|25|4|1|3
Research & Development|Current Employees|35-44|Female|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|38||||2.6||E_1675|1675|4|2|2|2440|22|4|2|3
Research & Development|Current Employees|> 55|Female|Research Director|No|Current Employees|Bachelor's Degree|Medical|58||||2.8||E_1423|1423|4|3|1|19701|21|4|3|3
Research & Development|Current Employees|35-44|Female|Research Scientist|No|Current Employees|Master's Degree|Other|36||||3.2||E_1847|1847|4|3|2|6962|22|4|4|3
R & D|Current Employees|25-34|Female|Manufacturing Director|No|Current Employees|High School|Technical Degree|31||||3.4||E_1736|1736|4|3|4|5238|20|4|4|2
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Associates Degree|Other|25||||2.2||E_2018|2018|1|3|3|4907|22|4|2|2
Sales|Current Employees|35-44|Female|Sales Representative|No|Current Employees|Master's Degree|Marketing|38||||2.0||E_1835|1835|2|1|4|5405|20|4|1|2
Sales|Current Employees|35-44|Female|Sales Representative|No|Current Employees|Master's Degree|Life Sciences|35||||2.2||E_1554|1554|2|2|3|2430|23|4|1|3
Sales|Current Employees|25-34|Female|Sales Representative|No|Current Employees|High School|Medical|27||||2.8||E_1864|1864|2|2|3|3540|21|4|4|3
Sales|Current Employees|35-44|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|41||||2.8||E_1909|1909|3|3|2|4393|21|4|3|3
Sales|Current Employees|45-55|Female|Sales Executive|No|Current Employees|Master's Degree|Life Sciences|45||||3.0||E_1845|1845|3|3|3|5154|22|4|2|4
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Life Sciences|33||||3.2||E_1681|1681|3|3|4|5368|25|4|3|3
Sales|Current Employees|25-34|Female|Sales Executive|No|Current Employees|Bachelor's Degree|Marketing|34||||3.2||E_2035|2035|4|2|3|6712|21|4|4|3
Human Resources|Current Employees|35-44|Male|Human Resources|No|Current Employees|Bachelor's Degree|Human Resources|38||||2.6||E_1805|1805|1|3|2|2592|13|3|4|3
HR|Current Employees|35-44|Male|Human Resources|No|Current Employees|Doctoral Degree|Human Resources|44||||2.8||E_1642|1642|1|3|4|5743|11|3|3|3
Human Resources|Current Employees|< 25|Male|Human Resources|No|Current Employees|Bachelor's Degree|Medical|24||||3.0||E_1746|1746|1|3|4|2145|14|3|4|3
Human Resources|Current Employees|25-34|Male|Human Resources|No|Current Employees|Bachelor's Degree|Other|29||||1.6||E_1419|1419|2|2|1|7988|13|3|1|2
Human Resources|Current Employees|35-44|Male|Human Resources|No|Current Employees|Bachelor's Degree|Life Sciences|43||||2.8||E_1778|1778|2|3|4|3539|13|3|2|3
HR|Current Employees|35-44|Male|Human Resources|No|Current Employees|Bachelor's Degree|Human Resources|41||||2.2||E_1722|1722|3|1|2|6430|19|3|2|3
Human Resources|Current Employees|35-44|Male|Human Resources|No|Current Employees|Associates Degree|Other|37||||2.6||E_1794|1794|3|3|2|4071|13|3|3|2
Human Resources|Current Employees|35-44|Male|Human Resources|No|Current Employees|Master's Degree|Human Resources|38||||3.0||E_1563|1563|3|3|3|6077|11|3|3|3
Human Resources|Current Employees|25-34|Male|Human Resources|No|Current Employees|Associates Degree|Life Sciences|28||||3.0||E_1858|1858|3|3|4|2706|15|3|2|3
HR|Current Employees|45-55|Male|Manager|No|Current Employees|Master's Degree|Human Resources|55||||2.6||E_1973|1973|3|4|2|19636|18|3|1|3
Human Resources|Current Employees|25-34|Male|Human Resources|No|Current Employees|High School|Medical|29||||3.0||E_1865|1865|4|2|2|2804|11|3|4|3
Human Resources|Current Employees|35-44|Male|Human Resources|No|Current Employees|Master's Degree|Other|38||||2.8||E_1972|1972|4|3|2|2991|11|3|2|3
Research & Development|Current Employees|45-55|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|55||||2.4||E_1694|1694|1|2|2|3537|12|3|4|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|28||||2.2||E_1506|1506|1|2|3|1563|14|3|4|1
Research & Development|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|38||||2.6||E_1997|1997|1|2|3|5321|11|3|4|3
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|36||||2.4||E_1435|1435|1|2|4|5810|16|3|3|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Medical|35||||2.8||E_1704|1704|1|2|4|4930|14|3|3|4
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|29||||1.6||E_1954|1954|1|3|1|5373|12|3|1|2
Research & Development|Current Employees|35-44|Male|Manager|No|Current Employees|Master's Degree|Life Sciences|40||||1.8||E_1892|1892|1|3|1|16823|11|3|1|3
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Technical Degree|45||||2.0||E_1553|1553|1|3|2|7441|12|3|1|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|36||||2.4||E_1659|1659|1|3|2|2013|11|3|3|3
R & D|Current Employees|35-44|Male|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|42||||2.0||E_2031|2031|1|3|3|18880|11|3|1|2
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|32||||2.0||E_1720|1720|1|3|3|3433|13|3|1|2
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|36||||2.2||E_1682|1682|1|3|3|5347|14|3|2|2
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Technical Degree|49||||2.2||E_1473|1473|1|3|3|6651|14|3|2|2
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|43||||2.4||E_1971|1971|1|3|3|7510|17|3|2|3
R & D|Current Employees|< 25|Male|Laboratory Technician|No|Current Employees|High School|Life Sciences|23||||2.4||E_1533|1533|1|3|3|2272|14|3|2|3
Research & Development|Current Employees|> 55|Male|Research Director|No|Current Employees|Master's Degree|Life Sciences|58||||2.4||E_1837|1837|1|3|3|15787|14|3|2|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|43||||2.4||E_1813|1813|1|3|3|2438|13|3|3|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|37||||2.4||E_1543|1543|1|3|4|4285|17|3|1|3
R & D|Current Employees|35-44|Male|Research Scientist|No|Current Employees|High School|Life Sciences|39||||2.4||E_2014|2014|1|3|4|4108|13|3|1|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Technical Degree|25||||2.4||E_1415|1415|1|3|4|3229|11|3|2|2
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Medical|34||||2.4||E_1577|1577|1|3|4|2972|13|3|3|1
R & D|Current Employees|45-55|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|47||||2.6||E_1438|1438|1|3|4|3420|12|3|3|2
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|40||||2.6||E_2012|2012|1|3|4|2406|19|3|3|2
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|High School|Life Sciences|29||||3.2||E_1590|1590|1|3|4|8853|19|3|4|4
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|36||||2.6||E_1594|1594|1|4|1|5562|13|3|4|3
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|45||||1.8||E_1460|1460|2|1|1|10851|18|3|2|3
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Medical|35||||2.4||E_1826|1826|2|1|3|2705|16|3|2|4
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|38||||2.6||E_1766|1766|2|1|4|5811|16|3|3|3
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|30||||2.0||E_1609|1609|2|2|2|2141|12|3|2|2
Research & Development|Current Employees|< 25|Male|Healthcare Representative|No|Current Employees|Associates Degree|Life Sciences|24||||2.2||E_1981|1981|2|2|3|4617|12|3|2|2
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Associates Degree|Medical|33||||2.4||E_1994|1994|2|2|3|2008|12|3|3|2
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Associates Degree|Medical|34||||3.0||E_1696|1696|2|2|4|3986|14|3|3|4
Research & Development|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Medical|31||||2.2||E_2057|2057|2|3|1|9936|19|3|2|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|High School|Life Sciences|27||||2.4||E_1434|1434|2|3|1|2099|14|3|2|4
Research & Development|Current Employees|< 25|Male|Laboratory Technician|No|Current Employees|High School|Medical|24||||2.4||E_1725|1725|2|3|1|3907|13|3|2|4
Research & Development|Current Employees|25-34|Male|Research Director|No|Current Employees|Bachelor's Degree|Medical|34||||2.4||E_1485|1485|2|3|1|17007|14|3|4|2
Research & Development|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Doctoral Degree|Medical|39||||2.6||E_1618|1618|2|3|1|5377|13|3|4|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|High School|Medical|29||||2.6||E_1586|1586|2|3|1|4723|18|3|4|3
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Technical Degree|32||||2.4||E_1764|1764|2|3|2|2718|14|3|2|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Technical Degree|27||||2.4||E_1931|1931|2|3|2|2226|11|3|3|2
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|31||||2.4||E_1881|1881|2|3|3|4197|11|3|1|3
Research & Development|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|High School|Medical|44||||2.4||E_1496|1496|2|3|3|10209|18|3|2|2
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|33||||2.6||E_1549|1549|2|3|3|5207|12|3|2|3
R & D|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Medical|35||||2.6||E_2008|2008|2|3|3|5098|19|3|2|3
R & D|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Doctoral Degree|Medical|50||||2.8||E_1606|1606|2|3|3|11245|15|3|3|3
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Medical|45||||2.8||E_1922|1922|2|3|3|5399|12|3|3|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Master's Degree|Life Sciences|31||||3.2||E_1721|1721|2|3|3|3477|14|3|4|4
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|High School|Life Sciences|30||||2.6||E_1729|1729|2|3|4|2862|12|3|2|2
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|34||||2.6||E_1580|1580|2|3|4|5484|17|3|2|2
Research & Development|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Associates Degree|Medical|35||||3.0||E_1804|1804|2|3|4|5762|14|3|3|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|44||||3.0||E_2020|2020|2|3|4|2436|12|3|3|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|High School|Life Sciences|49||||3.2||E_1941|1941|2|3|4|19161|15|3|4|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Associates Degree|Life Sciences|38||||3.4||E_1940|1940|2|3|4|4771|19|3|4|4
Research & Development|Current Employees|45-55|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Technical Degree|45||||3.4||E_1465|1465|2|3|4|9380|18|3|4|4
R & D|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Medical|42||||2.4||E_1803|1803|2|4|1|5538|18|3|3|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Doctoral Degree|Life Sciences|35||||2.8||E_1621|1621|2|4|1|5208|11|3|4|3
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|44||||2.8||E_1903|1903|2|4|1|5033|15|3|4|3
R & D|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|41||||2.0||E_1814|1814|2|4|2|6870|12|3|1|1
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|33||||3.0||E_1698|1698|2|4|2|2028|18|3|4|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Doctoral Degree|Medical|41||||2.4||E_1448|1448|2|4|3|2127|12|3|1|2
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|34||||2.8||E_2068|2068|2|4|3|4404|12|3|1|4
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|35||||3.0||E_1596|1596|2|4|3|3407|17|3|4|2
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Medical|53||||3.2||E_1689|1689|2|4|4|7005|15|3|3|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Master's Degree|Medical|55||||3.6||E_1424|1424|2|4|4|14732|13|3|4|4
Research & Development|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|High School|Life Sciences|28||||2.0||E_1514|1514|3|1|2|6549|14|3|2|2
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Doctoral Degree|Medical|50||||3.0||E_1539|1539|3|1|4|14411|13|3|4|3
Research & Development|Current Employees|< 25|Male|Laboratory Technician|No|Current Employees|Associates Degree|Technical Degree|24||||2.2||E_1551|1551|3|2|1|2296|14|3|2|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Bachelor's Degree|Medical|55||||2.2||E_1770|1770|3|2|1|19038|12|3|2|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|42||||2.4||E_1542|1542|3|2|2|4841|14|3|2|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Medical|39||||3.0||E_1627|1627|3|2|3|3069|15|3|4|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Life Sciences|44||||3.0||E_1471|1471|3|2|3|3162|14|3|4|3
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Master's Degree|Life Sciences|40||||3.0||E_2048|2048|3|2|3|2809|14|3|4|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Master's Degree|Other|34||||2.8||E_1932|1932|3|2|4|5747|15|3|2|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Life Sciences|35||||3.0||E_1601|1601|3|2|4|2690|18|3|4|2
Research & Development|Current Employees|35-44|Male|Research Director|No|Current Employees|Bachelor's Degree|Medical|42||||2.6||E_1911|1911|3|3|1|13348|13|3|2|4
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|26||||2.6||E_1952|1952|3|3|1|2867|13|3|4|2
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Associates Degree|Medical|31||||3.0||E_1948|1948|3|3|1|3065|13|3|4|4
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|49||||2.6||E_1484|1484|3|3|2|10466|14|3|2|3
Research & Development|Current Employees|45-55|Male|Research Scientist|No|Current Employees|Master's Degree|Technical Degree|47||||3.0||E_1934|1934|3|3|2|5467|18|3|3|4
Research & Development|Current Employees|45-55|Male|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|46||||3.0||E_1727|1727|3|3|2|5562|14|3|4|3
Research & Development|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Bachelor's Degree|Life Sciences|37||||2.4||E_1631|1631|3|3|3|5768|17|3|1|2
Research & Development|Current Employees|45-55|Male|Manager|No|Current Employees|Bachelor's Degree|Life Sciences|49||||2.6||E_1677|1677|3|3|3|15379|14|3|1|3
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Technical Degree|30||||2.6||E_1482|1482|3|3|3|1274|13|3|2|2
R & D|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|28||||2.8||E_1947|1947|3|3|3|2144|14|3|3|2
Research & Development|Current Employees|35-44|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|40||||3.2||E_1474|1474|3|3|3|2345|14|3|3|4
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Master's Degree|Other|40||||3.2||E_1449|1449|3|3|3|3975|11|3|3|4
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|Master's Degree|Life Sciences|35||||3.4||E_2049|2049|3|3|3|5689|14|3|4|4
Research & Development|Current Employees|35-44|Male|Manufacturing Director|No|Current Employees|Associates Degree|Life Sciences|35||||3.2||E_1412|1412|3|3|4|9362|11|3|3|3
Research & Development|Current Employees|< 25|Male|Research Scientist|No|Current Employees|High School|Medical|21||||3.2||E_1623|1623|3|3|4|3117|18|3|3|3
Research & Development|Current Employees|45-55|Male|Research Director|No|Current Employees|Master's Degree|Medical|46||||3.2||E_1789|1789|3|3|4|19328|17|3|3|3
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|28||||3.4||E_1799|1799|3|3|4|2044|11|3|3|4
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Other|26||||3.0||E_1417|1417|3|4|1|3578|12|3|4|3
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Technical Degree|37||||2.4||E_1440|1440|3|4|3|3500|14|3|1|1
Research & Development|Current Employees|25-34|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Life Sciences|29||||2.6||E_1558|1558|3|4|3|2451|18|3|1|2
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|Bachelor's Degree|Life Sciences|30||||3.2||E_1763|1763|3|4|3|5294|16|3|3|3
Research & Development|Current Employees|< 25|Male|Research Scientist|No|Current Employees|Bachelor's Degree|Medical|24||||3.4||E_1707|1707|3|4|3|4401|16|3|4|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Other|26||||3.0||E_1918|1918|3|4|4|2544|18|3|1|3
Research & Development|Current Employees|25-34|Male|Manufacturing Director|No|Current Employees|Master's Degree|Life Sciences|34||||3.0||E_1615|1615|3|4|4|4724|13|3|1|3
R & D|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Associates Degree|Medical|36||||3.4||E_2061|2061|3|4|4|2571|17|3|3|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Master's Degree|Medical|26||||3.0||E_1718|1718|4|1|3|2305|15|3|3|4
Research & Development|Current Employees|25-34|Male|Healthcare Representative|No|Current Employees|High School|Life Sciences|29||||3.0||E_1859|1859|4|1|3|6384|17|3|4|3
Research & Development|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Other|27||||2.2||E_1619|1619|4|2|1|4066|11|3|1|3
Research & Development|Current Employees|35-44|Male|Healthcare Representative|No|Current Employees|High School|Medical|39||||2.2||E_2062|2062|4|2|1|9991|15|3|1|3
Research & Development|Current Employees|35-44|Male|Laboratory Technician|No|Current Employees|Bachelor's Degree|Medical|35||||2.4||E_1564|1564|4|2|1|2450|19|3|2|3
R & D|Current Employees|25-34|Male|Laboratory Technician|No|Current Employees|Associates Degree|Other|29||||2.4||E_2053|2053|4|2|2|4025|13|3|1|3
